step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
895.0,63,18410.0,164.375,1.6009248367563258,63,19469.0,0.06188473642324938,63,19469.0,False,,
900.0,56,18556.0,165.67857142857142,1.718057895894811,56,19632.0,0.06412555274771849,56,19632.0,False,,
905.0,62,18773.0,159.09322033898306,1.8491852283594272,62,19691.0,0.073521052494522,62,19691.0,False,,
910.0,56,18843.0,163.8521739130435,2.1593327274488865,56,19834.0,0.1021127350698546,56,19834.0,False,,
915.0,68,19133.0,162.14406779661016,2.1505083897692425,68,20039.0,0.07066564139259925,68,20039.0,False,,
920.0,71,19438.0,170.50877192982455,1.5756947334819815,71,20292.0,0.0427798532601618,71,20292.0,False,,
925.0,80,19772.0,170.44827586206895,1.5298270080808085,80,20533.0,0.03747579872456033,80,20533.0,False,,
930.0,75,19974.0,175.21052631578948,1.4057337632761442,75,20787.0,0.04169249548811135,75,20787.0,False,,
935.0,69,20085.0,179.33035714285714,1.7048026630349713,69,20923.0,0.0503845661456276,69,20923.0,False,,
940.0,66,20179.0,178.57522123893804,1.8873906712142423,66,21183.0,0.07395993555613131,66,21183.0,False,,
945.0,59,20249.0,184.0818181818182,1.9717985790302963,59,21348.0,0.09602040317239663,59,21348.0,False,,
950.0,54,20379.0,183.59459459459458,1.980020659353296,54,21520.0,0.0931349119493901,54,21520.0,False,,
955.0,58,20589.0,183.83035714285714,1.6008071664033487,58,21603.0,0.06083804169349258,58,21603.0,False,,
960.0,59,20808.0,184.141592920354,1.5542698429084516,59,21820.0,0.05561451874802919,59,21820.0,False,,
965.0,60,21032.0,187.78571428571428,1.5875560728363112,60,21974.0,0.06157004712024616,60,21974.0,False,,
970.0,56,21136.0,188.71428571428572,1.8470662944017051,56,22108.0,0.06553577084535019,56,22108.0,False,,
975.0,69,21440.0,184.82758620689654,1.74770937884991,69,22363.0,0.053461587666688855,69,22363.0,False,,
980.0,72,21752.0,190.80701754385964,1.6253082953698144,72,22653.0,0.068258672547991,72,22653.0,False,,
985.0,79,22093.0,193.7982456140351,1.6862501333183268,79,22949.0,0.07506164842561697,79,22949.0,False,,
990.0,75,22295.0,192.19827586206895,1.4300180573998167,75,23179.0,0.04485241775661595,75,23179.0,False,,
995.0,73,22407.0,196.55263157894737,1.5930979397728136,73,23269.0,0.050113300517000824,73,23269.0,False,,
1000.0,67,22515.0,202.83783783783784,1.7129859647847512,67,23514.0,0.061643400331852775,67,23514.0,False,,
1005.0,60,22549.0,204.9909090909091,1.766240446636965,60,23756.0,0.07008331795220468,60,23756.0,False,,
1010.0,59,22654.0,202.26785714285714,1.6565694042208536,59,24011.0,0.06691826670754955,59,24011.0,False,,
1015.0,71,22962.0,199.6695652173913,1.5531625516170202,71,24304.0,0.06429288177301481,71,24304.0,False,,
1020.0,74,23271.0,204.1315789473684,1.4960192182866006,74,24627.0,0.0711658259414485,74,24627.0,False,,
1025.0,85,23608.0,203.51724137931035,1.2674070002693698,85,24951.0,0.05009083181394856,85,24951.0,False,,
1030.0,81,23804.0,203.45299145299145,1.4735337269092177,81,25148.0,0.04012558306931042,81,25148.0,False,,
1035.0,77,23920.0,209.82456140350877,1.8175023473715095,77,25205.0,0.0565381528689629,77,25205.0,False,,
1040.0,68,24060.0,218.72727272727272,2.434516248868819,68,25120.0,0.07829153140969031,68,25120.0,False,,
1045.0,68,24205.0,218.06306306306305,2.534705353676947,68,25070.0,0.0780508180548406,68,25070.0,False,,
1050.0,66,24357.0,223.45871559633028,2.2136219540568343,66,25345.0,0.10965637008523695,66,25345.0,False,,
1055.0,79,24720.0,224.72727272727272,1.995775502423604,79,25667.0,0.09484794057993343,79,25667.0,False,,
1060.0,84,24967.0,224.92792792792793,1.2402924231469805,84,25992.0,0.050295571366161786,84,25992.0,False,,
1065.0,85,25181.0,228.9181818181818,1.19051623573027,85,26252.0,0.04218325572807548,85,26252.0,False,,
1070.0,80,25341.0,222.28947368421052,1.3402160674800592,80,26650.0,0.04420150897969009,80,26650.0,False,,
1075.0,85,25587.0,228.45535714285714,1.052279936157498,85,27056.0,0.028389296165088236,85,27056.0,False,,
1080.0,86,25735.0,229.77678571428572,1.0225803480454811,86,27314.0,0.03060034721146392,86,27314.0,False,,
1085.0,83,25915.0,223.4051724137931,1.2674872895379887,83,27380.0,0.046889222332207346,83,27380.0,False,,
1090.0,80,26123.0,225.19827586206895,2.308464074809954,80,27444.0,0.08047128768392972,80,27444.0,False,,
1095.0,72,26191.0,231.7787610619469,1.8060773351397377,72,27707.0,0.07367869525204582,72,27707.0,False,,
1100.0,71,26268.0,243.22222222222223,1.6557275947263979,71,27840.0,0.06216045059648678,71,27840.0,False,,
1105.0,68,26446.0,244.87037037037038,1.6554802877091261,68,28177.0,0.06614792607246492,68,28177.0,False,,
1110.0,72,26624.0,244.25688073394497,1.3928214765963955,72,28518.0,0.043093527164749346,72,28518.0,False,,
1115.0,77,26822.0,243.83636363636364,1.1236332302769216,77,28738.0,0.03948599742403151,77,28738.0,False,,
1120.0,79,27054.0,237.31578947368422,1.299590411504657,79,28820.0,0.04447937857053626,79,28820.0,False,,
1125.0,79,27344.0,235.72413793103448,2.2759132764703676,79,29007.0,0.07655787025249493,79,29007.0,False,,
1130.0,77,27622.0,244.44247787610618,2.732909064556099,77,29199.0,0.09666718581349765,77,29199.0,False,,
1135.0,73,27791.0,259.7289719626168,2.065383063828153,73,29404.0,0.08253384397852741,73,29404.0,False,,
1140.0,71,27894.0,268.21153846153845,1.8247253582443044,71,29452.0,0.08993669140933279,71,29452.0,False,,
1145.0,69,28020.0,261.86915887850466,1.642673338045494,69,29786.0,0.0643942971866091,69,29786.0,False,,
1150.0,72,28155.0,263.13084112149534,1.3872379421893437,72,30123.0,0.04786418243396704,72,30123.0,False,,
1155.0,74,28337.0,257.6090909090909,1.1769257279125624,74,30386.0,0.04781065487950664,74,30386.0,False,,
