step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
320.0,76,11023.0,128.17441860465115,1.1469705986632253,76,14889.0,0.023854907964193716,76,14889.0
325.0,82,11411.0,126.78888888888889,0.8753422383786688,82,15277.0,0.0001939083084968462,82,15277.0
330.0,80,11811.0,134.2159090909091,0.8443375629259994,80,15677.0,0.04025821620035208,80,15677.0
335.0,74,11829.0,137.54651162790697,1.182223852911513,74,15559.0,0.07685268161787934,74,15559.0
340.0,64,11581.0,134.6627906976744,1.5285749723284174,64,14923.0,0.058684509392241346,64,14923.0
345.0,60,11440.0,130.0,1.7986596710103577,60,14994.0,0.0514228713952969,60,14994.0
350.0,57,11176.0,133.04761904761904,1.8422393018807615,57,15283.0,0.06450745605338358,57,15283.0
355.0,58,11242.0,138.79012345679013,1.3490943438903065,58,15565.0,0.0558286597818975,58,15565.0
360.0,68,11552.0,140.8780487804878,0.39749910067252736,68,15879.0,0.018810467850593475,68,15879.0
365.0,72,11905.0,135.2840909090909,0.48268699389637215,72,16234.0,0.03320929791871951,72,16234.0
370.0,81,12291.0,136.56666666666666,0.8718595581822992,81,16620.0,0.06071968735669141,81,16620.0
375.0,84,12703.0,141.14444444444445,0.5702838595267528,84,17034.0,0.021937885692264878,84,17034.0
380.0,80,12923.0,140.4673913043478,0.5743821609482503,80,16920.0,0.012308288539591544,80,16920.0
385.0,72,13002.0,142.87912087912088,1.5478877428774478,72,16026.0,0.04453459892728561,72,16026.0
390.0,64,13100.0,145.55555555555554,1.6613835933032788,64,16348.0,0.05091508621002808,64,16348.0
395.0,63,13154.0,151.19540229885058,1.3106551008499185,63,16662.0,0.038633916124922264,63,16662.0
400.0,66,13373.0,150.25842696629215,1.0175836083700276,66,16976.0,0.05317496173719732,66,16976.0
405.0,72,13717.0,150.73626373626374,1.042319742534626,72,17320.0,0.07314041446307587,72,17320.0
410.0,78,14094.0,153.19565217391303,0.6639772128829167,78,17698.0,0.02558079805025731,78,17698.0
415.0,90,14512.0,151.16666666666666,0.5710973506967482,90,18117.0,0.0005360388982923431,90,18117.0
420.0,90,14956.0,157.43157894736842,0.6188641668275637,90,18563.0,0.01529993921883709,90,18563.0
425.0,90,15406.0,167.45652173913044,0.11754452276179561,90,19013.0,0.00888869924145276,90,19013.0
430.0,86,15255.0,165.81521739130434,0.23336885129343532,86,19222.0,0.007539479486968729,86,19222.0
435.0,76,15259.0,158.94791666666666,1.464153195760778,76,19093.0,0.03145228686156268,76,19093.0
440.0,78,15641.0,159.60204081632654,2.106462850728534,78,19475.0,0.0738076507384636,78,19475.0
445.0,84,16043.0,174.3804347826087,0.8627257097207716,84,19877.0,0.0448513430331702,84,19877.0
450.0,86,16469.0,182.98888888888888,0.5849374910052251,86,20303.0,0.011321198288365983,86,20303.0
455.0,80,16512.0,179.47826086956522,0.9452613040524716,80,20106.0,0.01769597211370916,80,20106.0
460.0,70,16277.0,180.85555555555555,1.7608233994836986,70,19279.0,0.05135444689816728,70,19279.0
465.0,66,16141.0,183.42045454545453,1.5554977925392564,66,19445.0,0.03857877975370007,66,19445.0
470.0,62,15946.0,183.28735632183907,0.8077809280240286,62,19764.0,0.03969669884061074,62,19764.0
475.0,58,15777.0,181.3448275862069,1.3066303404208355,58,19889.0,0.0910708711763269,58,19889.0
480.0,60,15916.0,174.9010989010989,1.9079644146596921,60,19926.0,0.08800222821118746,60,19926.0
485.0,68,16234.0,176.45652173913044,1.686861068813332,68,20244.0,0.03856967372433785,68,20244.0
490.0,80,16609.0,176.69148936170214,1.266341445703906,80,20619.0,0.01048130314717029,80,20619.0
495.0,84,17026.0,191.30337078651687,0.7697991010125057,84,21037.0,0.023233613141100774,84,21037.0
500.0,78,17238.0,200.4418604651163,0.2633117006269176,78,20910.0,0.009606850975253304,78,20910.0
505.0,74,17309.0,192.32222222222222,1.1714850372308907,74,20361.0,0.029539399847691675,74,20361.0
510.0,65,17416.0,189.30434782608697,1.986378402979716,65,20487.0,0.07883786794733033,65,20487.0
515.0,60,17456.0,200.64367816091954,1.6046312089611943,60,20794.0,0.10168134805966426,60,20794.0
520.0,65,17662.0,207.78823529411764,1.0706847792522443,65,21104.0,0.05917609518522811,65,21104.0
525.0,72,18003.0,200.03333333333333,0.8996667535576027,72,21445.0,0.02506427686537616,72,21445.0
530.0,78,18379.0,201.96703296703296,0.750958055220481,78,21821.0,0.02635504289311968,78,21821.0
535.0,83,18784.0,206.41758241758242,0.18558030614369186,83,22226.0,0.004062597755730004,83,22226.0
540.0,90,19224.0,213.6,0.0003774855277249348,90,22667.0,2.624100521968141e-05,90,22667.0
545.0,90,19674.0,204.9375,0.34167866956701926,90,23117.0,0.023542651163012972,90,23117.0
550.0,90,20124.0,209.625,0.7544297612738431,90,23567.0,0.05364568386287499,90,23567.0
555.0,86,20164.0,210.04166666666666,0.5348595165724718,86,23798.0,0.0330123396724922,86,23798.0
560.0,78,20196.0,206.08163265306123,1.1245039253431186,78,23853.0,0.03157768309782477,78,23853.0
565.0,80,20581.0,210.01020408163265,1.3857980805155712,80,24243.0,0.03425169833249744,80,24243.0
570.0,86,21003.0,223.43617021276594,0.9988325325441907,86,24660.0,0.010946978799671788,86,24660.0
575.0,88,21439.0,233.0326086956522,0.5627140256195559,88,25096.0,7.532292298069711e-06,88,25096.0
580.0,84,21777.0,229.23157894736843,0.5909981055288582,84,25362.0,0.02748130853843625,84,25362.0
585.0,76,22089.0,234.98936170212767,1.8555846707671986,76,25502.0,0.08438444390013215,76,25502.0
590.0,76,22469.0,239.03191489361703,2.109779355888836,76,25751.0,0.0545084132768425,76,25751.0
595.0,81,22855.0,248.42391304347825,1.203437634552985,81,26137.0,0.00034129906374289414,81,26137.0
600.0,76,23229.0,261.0,1.2427605292367416,76,26517.0,0.025694648714133232,76,26517.0
605.0,76,23609.0,281.0595238095238,1.1782930491704873,76,26891.0,0.023653877125807563,76,26891.0
610.0,70,23390.0,285.2439024390244,0.9742173238838036,70,26691.0,0.016319631248001405,70,26691.0
615.0,62,22765.0,277.6219512195122,1.4490889729620429,62,25923.0,0.04517920676594922,62,25923.0
620.0,57,22309.0,265.5833333333333,2.3577225216603295,57,25945.0,0.10337333060466666,57,25945.0
625.0,52,21663.0,270.7875,1.8949051128790189,52,26212.0,0.10800868923927476,52,26212.0
630.0,55,21571.0,280.14285714285717,1.1401184574969687,55,26476.0,0.048428869396460225,55,26476.0
635.0,63,21865.0,263.43373493975906,1.0766330697682551,63,26770.0,0.034555907290121236,63,26770.0
640.0,68,22190.0,270.609756097561,0.6769994896770425,68,27095.0,0.029150103084943858,68,27095.0
645.0,75,22551.0,275.0121951219512,0.014016179824144395,75,27457.0,0.001071950443661317,75,27457.0
650.0,82,22950.0,266.86046511627904,0.10837798259857846,82,27856.0,0.007235502693047416,82,27856.0
655.0,76,23194.0,263.5681818181818,0.9389755857376145,76,28172.0,0.05471430163125735,76,28172.0
660.0,76,23574.0,267.8863636363636,1.7993283115088716,76,28480.0,0.07027112390599252,76,28480.0
665.0,72,23690.0,269.20454545454544,1.2352332454573773,72,28239.0,0.018166505625667784,72,28239.0
670.0,66,23640.0,271.7241379310345,1.8010754581603685,66,27293.0,0.042380471732358746,66,27293.0
675.0,55,23546.0,280.3095238095238,2.088350448834112,55,27572.0,0.07082121418325031,55,27572.0
680.0,51,23536.0,297.9240506329114,1.67055753692949,51,27828.0,0.05210495843460186,51,27828.0
685.0,60,23668.0,292.1975308641975,1.204333135070216,60,28095.0,0.03879678281813733,60,28095.0
690.0,63,23968.0,292.2926829268293,0.8623075100319134,63,28395.0,0.06314386187385519,63,28395.0
695.0,69,24298.0,289.26190476190476,0.9977415732654789,69,28725.0,0.07026417360300118,69,28725.0
700.0,79,24665.0,286.80232558139534,0.6552783474762469,79,29093.0,0.0239354597538868,79,29093.0
705.0,82,25068.0,284.8636363636364,0.728045071140074,82,29496.0,0.0064278969869303315,82,29496.0
710.0,76,25267.0,293.80232558139534,0.8250268232108171,76,29339.0,0.028723101319920345,76,29339.0
715.0,66,25318.0,301.4047619047619,1.4444572930228445,66,28672.0,0.04702073167473426,66,28672.0
720.0,62,25409.0,302.48809523809524,1.7270518346352772,62,28490.0,0.04343363760062887,62,28490.0
725.0,58,25468.0,296.13953488372096,1.6097819352606393,58,28785.0,0.07886643232755977,58,28785.0
730.0,60,25631.0,312.5731707317073,1.3908920124894903,60,29071.0,0.09672244196287837,60,29071.0
735.0,63,25627.0,297.98837209302326,0.9336589437646347,63,29240.0,0.05813673844843737,63,29240.0
740.0,69,25908.0,287.8666666666667,1.2269546843006014,69,29386.0,0.03205627274365869,69,29386.0
745.0,74,26243.0,285.25,1.3547732344441226,74,29730.0,0.028545230037680867,74,29730.0
750.0,80,26638.0,302.70454545454544,1.1873266683321795,80,30118.0,0.022923435553808692,80,30118.0
755.0,75,26835.0,312.0348837209302,0.9465146696103639,75,30010.0,0.010083981910455134,75,30010.0
760.0,68,26894.0,305.6136363636364,1.6088346533181879,68,29436.0,0.05689671346282096,68,29436.0
765.0,60,26988.0,306.6818181818182,2.5768652872514894,60,29348.0,0.10738232431725378,60,29348.0
770.0,54,27021.0,329.5243902439024,1.5451945618989626,54,29630.0,0.08157699302015162,54,29630.0
775.0,60,27205.0,331.7682926829268,1.1748740350427123,60,29916.0,0.03930638013393591,60,29916.0
780.0,68,27519.0,323.7529411764706,1.0596148722672791,68,30230.0,0.04398985823078421,68,30230.0
785.0,74,27867.0,327.84705882352944,0.5113277872653722,74,30578.0,0.026228555172196185,74,30578.0
790.0,81,28239.0,328.36046511627904,0.021074297990589918,81,30954.0,0.0015772638690743834,81,30954.0
795.0,86,28663.0,318.47777777777776,0.1791639294670713,86,31378.0,0.014188609287637351,86,31378.0
800.0,80,28775.0,312.7717391304348,0.9123245827101414,80,31652.0,0.060481201256582365,80,31652.0
805.0,76,29075.0,316.0326086956522,1.771904372027276,76,31834.0,0.0758655988056858,76,31834.0
810.0,78,29460.0,320.2173913043478,1.496336781919087,78,32190.0,0.001434261574063768,78,32190.0
815.0,81,29862.0,331.8,1.1781678257802637,81,32592.0,0.014580938206613157,81,32592.0
820.0,81,30267.0,356.08235294117645,0.5797219501957925,81,32997.0,0.022033906356198032,81,32997.0
825.0,77,30596.0,368.6265060240964,0.290073478586576,77,33321.0,0.011028719574790955,77,33321.0
830.0,76,30975.0,356.0344827586207,1.0105908287006362,76,33653.0,0.014597553305497646,76,33653.0
835.0,76,31355.0,352.30337078651684,1.6636647302692742,76,34032.0,0.05355241719875868,76,34032.0
840.0,76,31735.0,369.01162790697674,1.4423229886970637,76,34412.0,0.07064021540303278,76,34412.0
845.0,76,32115.0,391.6463414634146,0.5050593303304621,76,34792.0,0.017953057987520966,76,34792.0
850.0,79,32506.0,386.9761904761905,0.4500844239313408,79,35183.0,0.009759131973046597,79,35183.0
855.0,80,32906.0,396.4578313253012,0.481593487446275,80,35583.0,0.023013896485719318,80,35583.0
860.0,80,33306.0,406.1707317073171,0.34063638705847965,80,35983.0,0.01187007912612341,80,35983.0
865.0,78,33110.0,385.0,0.5769783386043975,78,35780.0,0.008072020863895862,78,35780.0
870.0,64,32510.0,373.67816091954023,2.1011937373936287,64,34982.0,0.08772112907631475,64,34982.0
875.0,50,31777.0,369.5,2.9282990755385145,50,34751.0,0.12804297544026746,50,34751.0
880.0,49,31316.0,386.61728395061726,2.270756757893896,49,34947.0,0.0770946150864934,49,34947.0
885.0,52,31210.0,390.125,1.8727784719320568,52,35197.0,0.052668614251810485,52,35197.0
890.0,60,31488.0,393.6,1.2324133073925536,60,35477.0,0.04474389304602542,60,35477.0
895.0,66,31798.0,407.6666666666667,0.39758070782477406,66,35787.0,0.0270803613030802,66,35787.0
900.0,75,32148.0,401.85,0.029237921934097095,75,36137.0,0.002119784457763674,75,36137.0
905.0,78,32534.0,378.30232558139534,0.4178189214529008,78,36525.0,0.030853115121316787,78,36525.0
910.0,74,32734.0,380.6279069767442,1.1545157620078703,74,36392.0,0.0760571415035759,74,36392.0
915.0,65,32791.0,381.2906976744186,1.772143095901711,65,35502.0,0.06097273861998472,65,35502.0
920.0,60,32894.0,373.79545454545456,2.034622548960539,60,35809.0,0.05628656803249479,60,35809.0
925.0,54,32926.0,396.69879518072287,1.954908277349684,54,36089.0,0.06878114282301383,54,36089.0
930.0,56,33110.0,413.875,1.3485246360671375,56,36365.0,0.05494304308877498,56,36365.0
935.0,66,33418.0,417.725,0.3205701890656112,66,36673.0,0.02297606130862222,66,36673.0
940.0,68,33509.0,380.78409090909093,0.6279375652182684,68,36891.0,0.037166878976111636,68,36891.0
945.0,70,33828.0,375.8666666666667,1.7782723786440435,70,37098.0,0.0754114396967049,70,37098.0
950.0,76,34196.0,379.9555555555556,1.8939870082697685,76,37454.0,0.048709069985864,76,37454.0
955.0,80,34581.0,392.96590909090907,1.1819576356655537,80,37839.0,2.7043264661512654e-05,80,37839.0
960.0,72,34737.0,413.5357142857143,1.0991962719144195,72,37791.0,0.02488286315501968,72,37791.0
965.0,62,34727.0,428.7283950617284,1.7453491711167217,62,37299.0,0.05849110097828985,62,37299.0
970.0,56,34732.0,434.15,1.6771577465926186,56,37560.0,0.042482161868125534,56,37560.0
975.0,52,34707.0,439.32911392405066,1.5363889561382424,52,37828.0,0.05364331459225935,52,37828.0
980.0,54,34859.0,435.7375,1.8810542108657156,54,38094.0,0.09767463178542042,54,38094.0
985.0,62,35147.0,439.3375,1.154485456174266,62,38384.0,0.08827131466906282,62,38384.0
990.0,68,35471.0,443.3875,0.6985370154959446,68,38708.0,0.01711682970648106,68,38708.0
995.0,74,35831.0,426.5595238095238,0.8231905949928433,74,39068.0,0.014743775414821506,74,39068.0
1000.0,78,36219.0,447.14814814814815,0.4946619603456199,78,39456.0,0.024209167158443033,78,39456.0
1005.0,72,30716.0,379.2098765432099,0.3629821126630302,72,37866.0,0.008778449893677317,72,37866.0
1010.0,64,21429.0,255.10714285714286,1.285085591735619,64,34292.0,0.04354827660381823,64,34292.0
1015.0,55,12322.0,143.27906976744185,2.132997883753703,55,33614.0,0.0894888432340313,55,33614.0
1020.0,54,5221.0,62.903614457831324,2.0351385147494123,54,33889.0,0.11095818893366531,54,33889.0
1025.0,59,1852.0,23.443037974683545,1.1379689411395908,59,34165.0,0.04751102065505395,59,34165.0
1030.0,67,2164.0,25.458823529411763,0.9892810831436675,67,34479.0,0.02938881072085186,67,34479.0
1035.0,71,2506.0,29.48235294117647,0.818072568349232,71,34819.0,0.028176681981268433,71,34819.0
1040.0,80,2883.0,34.32142857142857,0.04734523726532584,80,35191.0,0.0033725788046607115,80,35191.0
1045.0,88,3298.0,37.47727272727273,0.0013615030327023268,88,35592.0,9.578635508856511e-05,88,35592.0
1050.0,78,3232.0,35.91111111111111,0.7528825122564737,78,35461.0,0.04663312353477724,78,35461.0
1055.0,68,2820.0,31.333333333333332,1.932521225611925,68,34771.0,0.09275009665310104,68,34771.0
1060.0,58,2230.0,24.77777777777778,1.7489587084396,58,34907.0,0.059683298163920505,58,34907.0
1065.0,55,1732.0,19.681818181818183,1.8145871817777766,55,34949.0,0.06512651158701724,55,34949.0
1070.0,55,1701.0,19.77906976744186,1.8834445785361202,55,35125.0,0.06733944254750023,55,35125.0
1075.0,65,2003.0,23.022988505747126,1.5423652981752656,65,35351.0,0.03296515835192358,65,35351.0
1080.0,69,2340.0,28.19277108433735,0.6809354487035291,69,35615.0,0.00384592358174426,69,35615.0
1085.0,79,2719.0,31.25287356321839,0.39170372365100603,79,35903.0,0.028318028424901685,79,35903.0
1090.0,81,3122.0,35.88505747126437,0.8830897248338184,81,36206.0,0.06459148605647601,81,36206.0
1095.0,76,3416.0,39.264367816091955,0.5780641714341006,76,36423.0,0.03560464424059784,76,36423.0
1100.0,79,3804.0,42.741573033707866,0.9165689374451091,79,36634.0,0.010869575001498792,79,36634.0
1105.0,77,4178.0,46.943820224719104,1.3302619518119545,77,36884.0,0.028793911940701637,77,36884.0
1110.0,77,4563.0,53.68235294117647,1.1706376795549334,77,37123.0,0.02173361984557492,77,37123.0
1115.0,78,4950.0,59.63855421686747,0.6497631843684675,78,37357.0,0.00010588861452087677,78,37357.0
1120.0,81,5345.0,62.88235294117647,0.27834033509203604,81,37597.0,0.021431555135316492,81,37597.0
1125.0,79,5740.0,67.52941176470588,0.8157207484362422,79,37837.0,0.05954684028240981,79,37837.0
1130.0,76,6076.0,71.48235294117647,0.9123171019396118,76,38033.0,0.05859535426564513,76,38033.0
1135.0,80,6459.0,74.24137931034483,0.7044618884498016,80,38246.0,0.0015013159643889635,80,38246.0
1140.0,74,6377.0,73.29885057471265,1.1533649074024357,74,37821.0,0.023792021954656968,74,37821.0
1145.0,64,5959.0,71.79518072289157,1.7561396337714583,64,36796.0,0.05919338535848813,64,36796.0
1150.0,56,5608.0,68.39024390243902,1.6440374776220563,56,36912.0,0.04600540185293029,56,36912.0
1155.0,54,5231.0,63.024096385542165,1.607771405554062,54,37003.0,0.04780404985714039,54,37003.0
1160.0,56,5144.0,62.73170731707317,1.9239722594115725,56,37119.0,0.10025478624660919,56,37119.0
1165.0,65,5445.0,66.40243902439025,1.1090010880102947,65,37265.0,0.08367108788085866,65,37265.0
1170.0,72,5777.0,69.60240963855422,0.6621602726096671,72,37444.0,0.027223725801819473,72,37444.0
1175.0,80,6159.0,71.61627906976744,0.7467352858256399,80,37671.0,0.013189312427651444,80,37671.0
1180.0,74,6372.0,75.85714285714286,0.7817579974083831,74,37238.0,0.030510897305208073,74,37238.0
1185.0,64,6451.0,78.67073170731707,1.4121620564552069,64,36300.0,0.04502091107927306,64,36300.0
1190.0,61,6566.0,76.34883720930233,1.5908647580315047,61,36220.0,0.04423888514050778,61,36220.0
1195.0,56,6627.0,79.8433734939759,1.5043103382741068,56,36354.0,0.09039362213045266,56,36354.0
1200.0,60,6823.0,84.23456790123457,1.3592017024154681,60,36485.0,0.09679390689459198,60,36485.0
1205.0,68,7144.0,84.04705882352941,0.8258874585295144,68,36652.0,0.03823996765688134,68,36652.0
1210.0,76,7504.0,84.31460674157303,0.8325389525023268,76,36859.0,0.017606089766754072,76,36859.0
1215.0,83,7902.0,88.78651685393258,0.7608492761019057,83,37103.0,0.02323012202771174,83,37103.0
1220.0,79,8140.0,94.65116279069767,0.22046715378524112,79,36839.0,0.006557275654956706,79,36839.0
1225.0,74,8255.0,91.72222222222223,1.1257118524171672,74,36057.0,0.028507924532955968,74,36057.0
1230.0,57,8024.0,87.21739130434783,2.2219758097394147,57,35837.0,0.0888055600230104,57,35837.0
1235.0,51,8027.0,91.2159090909091,2.813282408925762,51,35745.0,0.1292471918910829,51,35745.0
1240.0,55,8149.0,95.87058823529412,2.170666008695791,55,35828.0,0.07264788815473945,55,35828.0
1245.0,62,8449.0,98.24418604651163,1.5210990500826724,62,35973.0,0.029480224744556846,62,35973.0
1250.0,69,8788.0,103.38823529411765,1.010625127334628,69,36158.0,0.031732598485192644,69,36158.0
1255.0,77,9161.0,109.05952380952381,0.3105044349677274,77,36376.0,0.01230561047552847,77,36376.0
1260.0,83,9565.0,115.24096385542168,0.001490098902002168,83,36625.0,0.0001099969245225924,83,36625.0
1265.0,83,9980.0,112.13483146067416,0.3753726772027038,83,36885.0,0.02595356607517326,83,36885.0
1270.0,83,10395.0,116.79775280898876,0.8707533618569702,83,37145.0,0.05959213491088202,83,37145.0
1275.0,77,10614.0,119.25842696629213,0.6194889467719997,77,37285.0,0.0346667139273171,77,37285.0
1280.0,79,10985.0,120.71428571428571,1.0859163313218243,79,37376.0,0.016335642793180588,79,37376.0
1285.0,77,11358.0,124.81318681318682,1.546883818867303,77,37602.0,0.02520701130832391,77,37602.0
1290.0,77,11743.0,134.97701149425288,1.5055677256987194,77,37824.0,0.024339690729145942,77,37824.0
1295.0,79,12131.0,144.41666666666666,0.8302139547396702,79,38057.0,1.0554327381688042e-05,79,38057.0
1300.0,81,12526.0,147.36470588235295,0.27646781749804233,81,38297.0,0.021413088615009887,81,38297.0
1305.0,73,12476.0,146.7764705882353,1.0439059186536237,73,37924.0,0.07089490194072963,73,37924.0
1310.0,64,12182.0,143.31764705882352,1.86844312458649,64,36915.0,0.08869907702490094,64,36915.0
1315.0,60,11870.0,136.4367816091954,1.6265226356389195,60,37063.0,0.0380139353400064,60,37063.0
1320.0,56,11556.0,139.2289156626506,1.615516809443076,56,37194.0,0.05786426772290343,56,37194.0
1325.0,59,11512.0,142.12345679012347,1.3272548311119814,59,37324.0,0.0574451071925951,59,37324.0
1330.0,66,11824.0,147.8,0.24904753948794092,66,37481.0,0.01796954251237167,66,37481.0
1335.0,75,12184.0,143.34117647058824,0.2133102742445903,75,37687.0,0.014883135473121693,75,37687.0
1340.0,80,12573.0,141.26966292134833,0.7726658852541665,80,37921.0,0.056154866860621745,80,37921.0
1345.0,83,12987.0,145.92134831460675,0.663325842656364,83,38180.0,0.04968917854690536,83,38180.0
1350.0,80,13204.0,148.35955056179776,0.4884969119385113,80,37845.0,0.019197596811000698,80,37845.0
1355.0,72,13301.0,146.16483516483515,1.4060078824231217,72,36890.0,0.03570607829284683,72,36890.0
