step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1180.0,56,1577.0,19.7125,1.573026146991844,56,5055.0,0.06394794025384047,56,5055.0
1185.0,58,1537.0,19.705128205128204,0.8111568329751838,58,4869.0,0.05304587234994194,58,4869.0
1190.0,56,1303.0,15.329411764705883,1.3374725834445105,56,4218.0,0.04508616326622454,56,4218.0
1195.0,53,1087.0,12.352272727272727,2.2914732533901625,53,4286.0,0.1010936455245727,53,4286.0
1200.0,51,917.0,10.662790697674419,2.706841827796015,51,4503.0,0.10941311460210236,51,4503.0
1205.0,48,738.0,9.11111111111111,1.6292957079858164,48,4608.0,0.061042434721968714,48,4608.0
1210.0,52,691.0,8.325301204819278,1.7657184073595473,52,4448.0,0.05530026284777579,52,4448.0
1215.0,48,695.0,8.373493975903614,2.789433831728211,48,4458.0,0.095656277768061,48,4458.0
1220.0,46,649.0,8.1125,2.3104237849790428,46,4666.0,0.10078144539191103,46,4666.0
1225.0,55,790.0,9.875,1.864877809999244,55,4883.0,0.06823685952210938,55,4883.0
1230.0,53,916.0,10.904761904761905,1.948418576367309,53,5068.0,0.09066052157850575,53,5068.0
1235.0,60,1194.0,14.385542168674698,2.1355216113331106,60,5287.0,0.09916339090853875,60,5287.0
1240.0,59,1239.0,14.406976744186046,1.4940363210076875,59,5197.0,0.04308840524751184,59,5197.0
1245.0,63,1191.0,13.689655172413794,1.648535121030051,63,4734.0,0.04048278377988076,63,4734.0
1250.0,55,978.0,11.642857142857142,2.117458738982756,55,4702.0,0.07114070537514476,55,4702.0
1255.0,41,670.0,8.375,2.6508337779362443,41,4664.0,0.1043968250327659,41,4664.0
1260.0,32,398.0,5.1688311688311686,2.465356450679321,32,4427.0,0.0961786784264776,32,4427.0
1265.0,29,299.0,3.602409638554217,2.8563753027461836,29,3884.0,0.13016946039791896,29,3884.0
1270.0,26,294.0,3.6296296296296298,3.99228796588765,26,3019.0,0.18402857977055848,26,3019.0
1275.0,29,286.0,3.4047619047619047,2.956368486040557,29,3084.0,0.1361629429817228,29,3084.0
1280.0,41,468.0,5.85,2.719193878824495,41,3206.0,0.0980890340028624,41,3206.0
1285.0,58,715.0,8.511904761904763,2.0576829929735396,58,3454.0,0.06054073834150925,58,3454.0
1290.0,65,1013.0,12.204819277108435,1.284825082484203,65,3754.0,0.04649049760195377,65,3754.0
1295.0,65,1236.0,15.073170731707316,0.4134666446674258,65,3801.0,0.01994958898592332,65,3801.0
1300.0,67,1412.0,15.688888888888888,1.3506942786007996,67,3586.0,0.047822845960280386,67,3586.0
1305.0,62,1631.0,18.122222222222224,2.057890507983225,62,3906.0,0.0912307168266383,62,3906.0
1310.0,60,1828.0,21.011494252873565,1.4546178886042813,60,4206.0,0.07636562918792225,60,4206.0
1315.0,59,1738.0,20.209302325581394,0.7730645377649675,59,4359.0,0.03533996684703106,59,4359.0
1320.0,65,1990.0,22.11111111111111,1.668486197508816,65,4474.0,0.05162915734941955,65,4474.0
1325.0,71,2326.0,26.134831460674157,1.8171820162883117,71,4760.0,0.028433195140095516,71,4760.0
1330.0,74,2653.0,30.49425287356322,1.0727869907642809,74,5098.0,0.005076260033178888,74,5098.0
1335.0,78,3039.0,35.33720930232558,0.7901953578783815,78,5475.0,0.012849252453657315,78,5475.0
